MstrRecNbrTxt,CollisionDate,CollisionDteTime,YearNmb,Month,DayOfWeek,Hour,Latitude,Longitude,InjuryClass,PersonType,NonMotoristLocation,RelationToJunction,LightCondition,MannerOfCollision,FirstHarmfulEvent,VictimsInCrash
300908227,2023-08-31,2023-08-31 06:50:00,2023,8,Thursday,6,35.125126,-89.89474,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300909689,2023-09-07,2023-09-07 23:10:00,2023,9,Thursday,23,35.137257,-90.04971,Suspected Minor Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300911415,2023-09-16,2023-09-16 23:20:00,2023,9,Saturday,23,35.074493,-89.884796,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300909193,2023-09-05,2023-09-05 15:00:00,2023,9,Tuesday,15,35.22076,-89.893845,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300910201,2023-09-10,2023-09-10 18:50:00,2023,9,Sunday,18,35.02113,-90.0517,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300882791,2023-04-26,2023-04-26 16:11:00,2023,4,Wednesday,16,35.082165,-90.04382,Suspected Serious Injury,Pedestrian,Not Intersection-Outside Traffic,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300911938,2023-09-19,2023-09-19 00:40:00,2023,9,Tuesday,0,35.019997,-89.83126,Suspected Serious Injury,Pedestrian,Not Intersection-Unknown,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300906499,2023-08-22,2023-08-22 20:52:00,2023,8,Tuesday,20,35.061123,-90.01004,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,Intersection-Related,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300910018,2023-09-08,2023-09-08 19:45:00,2023,9,Friday,19,35.310116,-89.94358,Possible Injury,Pedestrian,Not Intersection-Adjacent to Roadway,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300908081,2023-08-29,2023-08-29 17:48:00,2023,8,Tuesday,17,35.02973,-90.025185,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300908609,2023-09-02,2023-09-02 03:45:00,2023,9,Saturday,3,35.064785,-89.94119,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection-Related,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300910455,2023-09-12,2023-09-12 03:49:00,2023,9,Tuesday,3,35.138603,-90.013145,Possible Injury,Pedestrian,Intersection-Unknown,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300909268,2023-09-06,2023-09-06 00:30:00,2023,9,Wednesday,0,35.073807,-89.94823,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300906576,2023-08-23,2023-08-23 07:15:00,2023,8,Wednesday,7,35.059383,-89.85548,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,OtherLocation,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300876881,2023-03-31,2023-03-31 21:25:00,2023,3,Friday,21,35.240345,-89.948456,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300911986,2023-09-19,2023-09-19 15:15:00,2023,9,Tuesday,15,35.14753,-90.04919,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300906538,2023-08-23,2023-08-23 02:15:00,2023,8,Wednesday,2,35.060577,-89.99153,Possible Injury,Pedestrian,Intersection-In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300906020,2023-08-20,2023-08-20 16:15:00,2023,8,Sunday,16,35.205369,-89.931676,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300907346,2023-08-26,2023-08-26 23:33:00,2023,8,Saturday,23,35.172405,-89.791176,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300906039,2023-08-20,2023-08-20 17:30:00,2023,8,Sunday,17,35.2082,-90.0011,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300879062,2023-04-10,2023-04-10 18:46:00,2023,4,Monday,18,35.05018,-89.99976,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,OtherLocation,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300906290,2023-08-21,2023-08-21 03:48:00,2023,8,Monday,3,35.06071,-89.86594,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Intersection-Related,Dark-Lighted,Angle,Other,1
300910784,2023-09-13,2023-09-13 21:10:00,2023,9,Wednesday,21,35.11839,-89.984856,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300870433,2023-03-02,2023-03-02 04:40:00,2023,3,Thursday,4,35.10188,-89.870285,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300909070,2023-09-01,2023-09-01 12:00:00,2023,9,Friday,12,35.083168,-89.97186,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300906332,2023-08-18,2023-08-18 21:34:00,2023,8,Friday,21,35.02042,-89.79926,Possible Injury,Pedestrian,Not Intersection-Unknown,OtherLocation,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300906065,2023-08-20,2023-08-20 00:00:00,2023,8,Sunday,0,35.138485,-90.01186,Possible Injury,Pedestrian,Intersection-In Crosswalk,Unknown,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300915113,2023-10-03,2023-10-03 18:27:00,2023,10,Tuesday,18,35.100945,-89.997475,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300914271,2023-09-30,2023-09-30 19:30:00,2023,9,Saturday,19,35.168327,-89.87949,Possible Injury,Pedestrian,Intersection-Unknown,Non-Junction,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300912916,2023-09-23,2023-09-23 19:12:00,2023,9,Saturday,19,35.006435,-90.00766,Possible Injury,Pedestrian,Not Intersection-In Crosswalk,Intersection,Dark-Lighted,Angle,Other,1
300917321,2023-10-15,2023-10-15 22:20:00,2023,10,Sunday,22,35.073807,-89.94823,Possible Injury,Pedestrian,Not Intersection-Unknown,Unknown,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300916172,2023-10-09,2023-10-09 18:11:00,2023,10,Monday,18,35.17366,-89.9595,Possible Injury,Pedestrian,Intersection-Not on Roadway,Intersection,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300913153,2023-09-21,2023-09-21 03:30:00,2023,9,Thursday,3,35.1069,-90.02119,Possible Injury,Pedestrian,Not Intersection-Outside Traffic,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300916628,2023-10-12,2023-10-12 09:36:00,2023,10,Thursday,9,35.26286,-90.035319,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300913464,2023-09-26,2023-09-26 08:00:00,2023,9,Tuesday,8,35.182613,-89.848045,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300917144,2023-10-14,2023-10-14 00:00:00,2023,10,Saturday,99,35.202133,-89.91258,Suspected Minor Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Unknown,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300916655,2023-10-11,2023-10-11 19:48:00,2023,10,Wednesday,19,35.054096,-90.019554,Possible Injury,Pedestrian,Intersection-Unknown,AccelDecelLane,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300914112,2023-09-28,2023-09-28 18:58:00,2023,9,Thursday,18,35.111546,-90.02173,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection-Related,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300915960,2023-10-05,2023-10-05 17:56:00,2023,10,Thursday,17,35.162354,-89.947014,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300917180,2023-10-14,2023-10-14 17:00:00,2023,10,Saturday,17,35.04917,-89.83001,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300915768,2023-10-07,2023-10-07 14:27:00,2023,10,Saturday,14,35.21268,-89.892105,Possible Injury,Pedestrian,Not Intersection-Outside Traffic,Intersection-Related,Daylight,"Sideswipe, Opposite Direction",Other,1
300916233,2023-10-09,2023-10-09 10:58:00,2023,10,Monday,10,35.094753,-90.0555,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300917710,2023-10-17,2023-10-17 14:40:00,2023,10,Tuesday,14,35.143208,-90.05363,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300912257,2023-09-20,2023-09-20 15:43:00,2023,9,Wednesday,15,35.070583,-89.8641,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300914415,2023-10-01,2023-10-01 13:00:00,2023,10,Sunday,13,35.174286,-89.97595,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300915073,2023-10-04,2023-10-04 07:57:00,2023,10,Wednesday,7,35.16734,-90.0103,No Injury,Other Non-Motorist,Unknown,AccelDecelLane,Daylight,Angle,Other,1
300915806,2023-10-07,2023-10-07 01:00:00,2023,10,Saturday,1,35.035595,-89.98982,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300916751,2023-10-12,2023-10-12 23:19:00,2023,10,Thursday,23,35.04917,-89.83001,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300895152,2023-06-25,2023-06-25 23:02:00,2023,6,Sunday,23,35.19183,-89.97579,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300913284,2023-09-25,2023-09-25 19:00:00,2023,9,Monday,19,35.01948,-90.08443,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300913641,2023-09-26,2023-09-26 14:20:00,2023,9,Tuesday,14,35.219944,-90.035965,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300917481,2023-10-16,2023-10-16 16:32:00,2023,10,Monday,16,35.139336,-89.964294,Suspected Serious Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300915229,2023-10-05,2023-10-05 07:44:00,2023,10,Thursday,7,35.127537,-89.77441,Possible Injury,Pedestrian,Intersection-In Crosswalk,Unknown,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300913665,2023-09-27,2023-09-27 19:20:00,2023,9,Wednesday,19,35.035145,-90.02236,Suspected Minor Injury,Pedestrian,Intersection-Not on Roadway,Intersection,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300915610,2023-10-06,2023-10-06 16:20:00,2023,10,Friday,16,35.096157,-90.01803,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300917256,2023-10-15,2023-10-15 15:05:00,2023,10,Sunday,15,35.15432,-89.885544,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300915620,2023-10-06,2023-10-06 18:50:00,2023,10,Friday,18,35.172024,-89.868416,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300914486,2023-09-29,2023-09-29 22:20:00,2023,9,Friday,22,35.107105,-89.98499,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection-Related,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300911423,2023-09-15,2023-09-15 11:58:00,2023,9,Friday,11,35.14555,-90.00648,Possible Injury,Pedestrian,Not Intersection-Adjacent to Roadway,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300915865,2023-10-05,2023-10-05 10:05:00,2023,10,Thursday,10,35.083305,-90.01855,Suspected Minor Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300909326,2023-09-06,2023-09-06 05:51:00,2023,9,Wednesday,5,35.22037,-89.909874,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300914231,2023-09-05,2023-09-05 09:00:00,2023,9,Tuesday,9,35.10106,-89.83937,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300914809,2023-10-02,2023-10-02 10:43:00,2023,10,Monday,10,35.04782,-89.77089,Possible Injury,Pedestrian,Not Intersection-Outside Traffic,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300921685,2023-11-04,2023-11-04 17:00:00,2023,11,Saturday,17,35.202286,-90.00732,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300923127,2023-11-10,2023-11-10 14:10:00,2023,11,Friday,14,35.225494,-89.88692,No Injury,Pedestrian,Intersection-Not on Roadway,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Other,1
300924942,2023-11-20,2023-11-20 13:35:00,2023,11,Monday,13,35.043865,-89.84237,Suspected Minor Injury,Pedestrian,Intersection-Not on Roadway,"Driveway, Alley Access, etc",Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300870877,2023-03-03,2023-03-03 19:15:00,2023,3,Friday,19,35.115478,-90.030309,Fatal,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300920916,2023-11-01,2023-11-01 20:25:00,2023,11,Wednesday,20,35.047623,-90.05627,Possible Injury,Pedestrian,Not Intersection-Adjacent to Roadway,Intersection,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,2
300921742,2023-11-05,2023-11-05 15:30:00,2023,11,Sunday,15,35.126884,-89.98523,No Injury,Pedestrian,Unknown,AccelDecelLane,Daylight,Angle,Other,1
300921667,2023-11-05,2023-11-05 01:40:00,2023,11,Sunday,1,35.07425,-89.94877,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Dark-Lighted,Angle,Other,1
300922928,2023-11-10,2023-11-10 17:00:00,2023,11,Friday,17,35.072693,-89.931885,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dusk,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300923625,2023-11-13,2023-11-13 14:00:00,2023,11,Monday,14,35.04997,-89.80959,Suspected Serious Injury,Pedestrian,Not Intersection-Outside Traffic,OtherLocation,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300923919,2023-11-13,2023-11-13 23:50:00,2023,11,Monday,23,35.16373,-90.0367,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300920662,2023-10-30,2023-10-30 18:58:00,2023,10,Monday,18,35.10829,-89.970085,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300918716,2023-10-21,2023-10-21 21:30:00,2023,10,Saturday,21,35.107296,-90.04129,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300924495,2023-11-17,2023-11-17 19:44:00,2023,11,Friday,19,35.109135,-89.88837,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300921775,2023-11-05,2023-11-05 19:25:00,2023,11,Sunday,19,35.182,-89.8638,Possible Injury,Pedestrian,Not Intersection-Adjacent to Roadway,Intersection-Related,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300923942,2023-11-16,2023-11-16 00:12:00,2023,11,Thursday,0,35.17838,-89.93549,Possible Injury,Pedestrian,Not Intersection-Adjacent to Roadway,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
