MstrRecNbrTxt,CollisionDate,CollisionDteTime,YearNmb,Month,DayOfWeek,Hour,Latitude,Longitude,InjuryClass,PersonType,NonMotoristLocation,RelationToJunction,LightCondition,MannerOfCollision,FirstHarmfulEvent,VictimsInCrash
300886095,2023-05-04,2023-05-04 15:30:00,2023,5,Thursday,15,35.14951,-89.961494,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300886894,2023-05-15,2023-05-15 09:33:00,2023,5,Monday,9,35.045006,-89.86637,Possible Injury,Pedestrian,Not Intersection-Adjacent to Roadway,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,2
300882927,2023-04-26,2023-04-26 20:32:00,2023,4,Wednesday,20,35.02035,-90.11504,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,SharedUsePathOrTrail,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300885805,2023-05-04,2023-05-04 17:06:00,2023,5,Thursday,17,35.070385,-89.84312,No Injury,Other Non-Motorist,Not Intersection-Unknown,Intersection,Dawn,Angle,Other,1
300886915,2023-05-15,2023-05-15 08:05:00,2023,5,Monday,8,35.173313,-89.79301,Suspected Minor Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300883776,2023-04-30,2023-04-30 10:20:00,2023,4,Sunday,10,35.083588,-89.88082,No Injury,Other Non-Motorist,Not Intersection-Adjacent to Roadway,Non-Junction,Daylight,Front to Rear,Other,1
300883794,2023-05-01,2023-05-01 13:02:00,2023,5,Monday,13,35.11925,-90.03312,Possible Injury,Pedestrian,Intersection-In Crosswalk,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300885832,2023-05-10,2023-05-10 02:00:00,2023,5,Wednesday,2,35.145138,-90.031746,Possible Injury,Pedestrian,Not Intersection-Unknown,Non-Junction,Dark-Unknown Lighting,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300882979,2023-04-27,2023-04-27 17:55:00,2023,4,Thursday,17,35.14949,-89.96524,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300882415,2023-04-25,2023-04-25 05:23:00,2023,4,Tuesday,5,35.02104,-89.98982,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,AccelDecelLane,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300883849,2023-05-01,2023-05-01 17:42:00,2023,5,Monday,17,35.115032,-90.02167,Possible Injury,Pedestrian,Not Intersection-In Parking Lane,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300882747,2023-04-26,2023-04-26 17:37:00,2023,4,Wednesday,17,35.135654,-89.96237,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection-Related,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300886211,2023-05-12,2023-05-12 02:00:00,2023,5,Friday,2,35.061047,-90.03236,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300886213,2023-05-12,2023-05-12 03:03:00,2023,5,Friday,3,35.123184,-89.945435,Possible Injury,Pedestrian,Not Intersection-Unknown,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300882167,2023-04-24,2023-04-24 08:10:00,2023,4,Monday,8,35.097244,-89.93988,No Injury,Pedestrian,Not Intersection-Unknown,Unknown,Daylight,HeadOn,Other,1
300884189,2023-04-30,2023-04-30 01:00:00,2023,4,Sunday,1,35.084129,-89.889633,Possible Injury,Pedestrian,Intersection-Not on Roadway,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300884824,2023-05-05,2023-05-05 21:00:00,2023,5,Friday,21,35.128174,-90.02656,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300883632,2023-04-30,2023-04-30 16:49:00,2023,4,Sunday,16,35.036205,-90.1047,Fatal,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300883634,2023-04-30,2023-04-30 13:30:00,2023,4,Sunday,13,35.184483,-89.9309,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300885689,2023-05-09,2023-05-09 17:19:00,2023,5,Tuesday,17,35.211357,-89.918915,Suspected Minor Injury,Pedestrian,Not Intersection-Adjacent to Roadway,OtherLocation,Daylight,Angle,Other,1
300873442,2023-03-16,2023-03-16 04:59:00,2023,3,Thursday,4,35.068768,-89.96913,Fatal,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300883914,2023-05-01,2023-05-01 22:40:00,2023,5,Monday,22,35.128716,-90.02108,Suspected Minor Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300881360,2023-04-20,2023-04-20 15:45:00,2023,4,Thursday,15,35.15624,-90.02306,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300885717,2023-05-09,2023-05-09 15:30:00,2023,5,Tuesday,15,35.15953,-90.026505,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,"Sideswipe, Opposite Direction",Other,1
300885125,2023-05-06,2023-05-06 14:55:00,2023,5,Saturday,14,35.104343,-90.009415,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300881376,2023-04-19,2023-04-19 21:15:00,2023,4,Wednesday,21,35.138245,-90.00941,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300881379,2023-04-20,2023-04-20 15:21:00,2023,4,Thursday,15,35.100845,-90.016815,Suspected Minor Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300887796,2023-05-18,2023-05-18 19:01:00,2023,5,Thursday,19,35.001698,-89.9577,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300889442,2023-05-26,2023-05-26 01:16:00,2023,5,Friday,1,35.11612,-89.969864,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Unknown,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300889892,2023-05-24,2023-05-24 00:00:00,2023,5,Wednesday,99,35.167114,-89.9454,Possible Injury,Pedestrian,Not Intersection-Other Not On Roadway,Intersection,Dawn,"Sideswipe, Opposite Direction",Other,1
300890107,2023-05-31,2023-05-31 04:02:00,2023,5,Wednesday,4,35.062046,-89.91006,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300865709,2023-02-07,2023-02-07 19:46:00,2023,2,Tuesday,19,35.13095,-89.86776,Fatal,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300861906,2023-01-19,2023-01-19 18:26:00,2023,1,Thursday,18,35.04917,-89.83001,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Unknown Lighting,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300888463,2023-05-21,2023-05-21 10:00:00,2023,5,Sunday,10,35.087784,-89.96907,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300889493,2023-05-25,2023-05-25 22:15:00,2023,5,Thursday,22,35.134224,-89.98875,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300889027,2023-05-24,2023-05-24 16:00:00,2023,5,Wednesday,16,35.074326,-89.871605,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,2
300889749,2023-05-28,2023-05-28 20:00:00,2023,5,Sunday,20,35.108067,-89.969696,Suspected Minor Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300889043,2023-05-24,2023-05-24 16:19:00,2023,5,Wednesday,16,35.131836,-90.0311,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300889533,2023-05-26,2023-05-26 21:15:00,2023,5,Friday,21,35.085995,-89.96237,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Intersection-Related,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300869204,2023-02-24,2023-02-24 16:38:00,2023,2,Friday,16,35.081142,-89.99122,Possible Injury,Pedestrian,Not Intersection-Other Not On Roadway,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Other,1
300890961,2023-06-04,2023-06-04 02:20:00,2023,6,Sunday,2,35.141262,-90.055725,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300894274,2023-06-20,2023-06-20 22:54:00,2023,6,Tuesday,22,35.118996,-89.89572,No Injury,Pedestrian,Not Intersection-Other Not On Roadway,OtherLocation,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Other,1
300893034,2023-06-14,2023-06-14 14:19:00,2023,6,Wednesday,14,35.128716,-90.02108,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
